"word","kjv_count","priority","lookup_candidates","sample_references","supplemental_help"
"maleleel","1","single-use","maleleel","Luke 3:37",""
"malicious","1","single-use","malicious; maliciou","3 John 1:10",""
"manaen","1","single-use","manaen","Acts 13:1","Easton; Nave"
"maneh","1","single-use","maneh","Ezekiel 45:12","Easton; Nave"
"maoch","1","single-use","maoch","1 Samuel 27:2","Easton"
"maonites","1","single-use","maonites; maonite","Judges 10:12",""
"mara","1","single-use","mara","Ruth 1:20","Easton"
"maralah","1","single-use","maralah","Joshua 19:11","Easton; Nave"
"marketplaces","1","single-use","marketplaces; marketplace","Mark 12:38","Easton"
"maroth","1","single-use","maroth","Micah 1:12","Easton; Nave"
"marsena","1","single-use","marsena","Esther 1:14",""
"mashal","1","single-use","mashal","1 Chronicles 6:74","Easton; Nave"
"masterbuilder","1","single-use","masterbuilder","1 Corinthians 3:10",""
"mathusala","1","single-use","mathusala","Luke 3:37",""
"matri","1","single-use","matri","1 Samuel 10:21","Nave"
"mattatha","1","single-use","mattatha","Luke 3:31",""
"mattathah","1","single-use","mattathah","Ezra 10:33",""
"mazzaroth","1","single-use","mazzaroth","Job 38:32","Easton; Nave"
"mearah","1","single-use","mearah","Joshua 13:4","Easton"
"mebunnai","1","single-use","mebunnai","2 Samuel 23:27","Easton; Nave"
"mecherathite","1","single-use","mecherathite","1 Chronicles 11:36",""
"mede","1","single-use","mede","Daniel 11:1","Easton"
"median","1","single-use","median","Daniel 5:31",""
"megiddon","1","single-use","megiddon","Zechariah 12:11",""
"mehetabeel","1","single-use","mehetabeel","Nehemiah 6:10","Easton; Nave"
"mehir","1","single-use","mehir","1 Chronicles 4:11","Nave"
"mehuman","1","single-use","mehuman","Esther 1:10","Easton; Nave"
"mehunim","1","single-use","mehunim","Ezra 2:50","Nave"
"mehunims","1","single-use","mehunims; mehunim; mehunime","2 Chronicles 26:7","Easton; Nave"
"mejarkon","1","single-use","mejarkon","Joshua 19:46","Easton; Nave"
"mekonah","1","single-use","mekonah","Nehemiah 11:28","Easton; Nave"
"melatiah","1","single-use","melatiah","Nehemiah 3:7",""
"melchiah","1","single-use","melchiah","Jeremiah 21:1",""
"melchishua","1","single-use","melchishua","1 Samuel 14:49","Nave"
"melea","1","single-use","melea","Luke 3:31","Easton"
"melicu","1","single-use","melicu","Nehemiah 12:14",""
"melita","1","single-use","melita","Acts 28:1","Easton"
"memphis","1","single-use","memphis; memphi","Hosea 9:6","Easton; Nave"
"menan","1","single-use","menan","Luke 3:31",""
"menstealers","1","single-use","menstealers; menstealer; menstealere","1 Timothy 1:10",""
"meonenim","1","single-use","meonenim","Judges 9:37","Easton"
"meonothai","1","single-use","meonothai","1 Chronicles 4:14",""
"meraiah","1","single-use","meraiah","Nehemiah 12:12","Easton"
"merarites","1","single-use","merarites; merarite","Numbers 26:57","Easton"
"merathaim","1","single-use","merathaim","Jeremiah 50:21","Easton"
"mercurius","1","single-use","mercurius; mercuriu","Acts 14:12","Easton; Nave"
"meribahkadesh","1","single-use","meribahkadesh; meribah","Deuteronomy 32:51","Easton"
"merodach","1","single-use","merodach","Jeremiah 50:2","Easton"
"merodachbaladan","1","single-use","merodachbaladan","Isaiah 39:1","Easton"
"meroz","1","single-use","meroz","Judges 5:23","Easton"
"merryhearted","1","single-use","merryhearted; merryheart; merryhearte","Isaiah 24:7",""
"mesech","1","single-use","mesech","Psalms 120:5",""
"meshillemith","1","single-use","meshillemith","1 Chronicles 9:12",""
"meshobab","1","single-use","meshobab","1 Chronicles 4:34","Nave"
"meshullemeth","1","single-use","meshullemeth; meshullem; meshulleme","2 Kings 21:19","Easton"
"mesobaite","1","single-use","mesobaite","1 Chronicles 11:47",""
"methegammah","1","single-use","methegammah","2 Samuel 8:1","Easton; Nave"
"meunim","1","single-use","meunim","Nehemiah 7:52",""
"mibhar","1","single-use","mibhar","1 Chronicles 11:38","Easton"
"michri","1","single-use","michri","1 Chronicles 9:8","Easton"
"middin","1","single-use","middin","Joshua 15:61","Easton"
"midianite","1","single-use","midianite","Numbers 10:29","Easton"
"migdalel","1","single-use","migdalel","Joshua 19:38","Easton"
"migdalgad","1","single-use","migdalgad","Joshua 15:37","Easton; Nave"
"mightiest","1","single-use","mightiest; mighti","1 Chronicles 11:19",""
"milalai","1","single-use","milalai","Nehemiah 12:36",""
"miletum","1","single-use","miletum","2 Timothy 4:20",""
"millet","1","single-use","millet","Ezekiel 4:9","Easton"
"minni","1","single-use","minni","Jeremiah 51:27","Easton; Nave"
"minstrels","1","single-use","minstrels; minstrel; minstrele","Matthew 9:23","Easton"
"miphkad","1","single-use","miphkad","Nehemiah 3:31",""
"mirma","1","single-use","mirma","1 Chronicles 8:10","Nave"
"miscarrying","1","single-use","miscarrying; miscarry; miscarrye","Hosea 9:14","KJV rare-term help"
"misgab","1","single-use","misgab","Jeremiah 48:1","Easton; Nave"
"mishal","1","single-use","mishal","Joshua 21:30","Easton"
"misham","1","single-use","misham","1 Chronicles 8:12","Easton; Nave"
"misheal","1","single-use","misheal","Joshua 19:26","Easton"
"mishmannah","1","single-use","mishmannah","1 Chronicles 12:10","Easton"
"mishraites","1","single-use","mishraites; mishraite","1 Chronicles 2:53",""
"mispar","1","single-use","mispar","Ezra 2:2",""
"mispereth","1","single-use","mispereth; misper; mispere","Nehemiah 7:7","Nave"
"mithnite","1","single-use","mithnite","1 Chronicles 11:43",""
"mitylene","1","single-use","mitylene","Acts 20:14","Easton; Nave"
"mixt","1","single-use","mixt","Numbers 11:4",""
"mizar","1","single-use","mizar","Psalms 42:6","Easton; Nave"
"mnason","1","single-use","mnason","Acts 21:16","Easton; Nave"
"moabitish","1","single-use","moabitish","Ruth 2:6",""
"moadiah","1","single-use","moadiah","Nehemiah 12:17","Nave"
"molid","1","single-use","molid","1 Chronicles 2:29",""
"moreshethgath","1","single-use","moreshethgath","Micah 1:14","Easton"
"mosera","1","single-use","mosera","Deuteronomy 10:6","Easton; Nave"
"moveable","1","single-use","moveable","Proverbs 5:6",""
"mover","1","single-use","mover","Acts 24:5",""
"mown","1","single-use","mown","Psalms 72:6",""
"mozah","1","single-use","mozah","Joshua 18:26","Easton; Nave"
"multipliedst","1","single-use","multipliedst","Nehemiah 9:23",""
"muppim","1","single-use","muppim","Genesis 46:21","Nave"
"musicians","1","single-use","musicians; musician; musiciane","Revelation 18:22",""
"myra","1","single-use","myra","Acts 27:5","Easton; Nave"
"naam","1","single-use","naam","1 Chronicles 4:15","Easton; Nave"
"naamites","1","single-use","naamites; naamite","Numbers 26:40",""
"naarai","1","single-use","naarai","1 Chronicles 11:37","Easton; Nave"
"naaran","1","single-use","naaran","1 Chronicles 7:28","Easton; Nave"
"naarath","1","single-use","naarath","Joshua 16:7","Easton; Nave"
"naashon","1","single-use","naashon","Exodus 6:23",""
"nachon","1","single-use","nachon","2 Samuel 6:6","Easton"
"nagge","1","single-use","nagge","Luke 3:25","Easton"
"nahalal","1","single-use","nahalal","Joshua 21:35",""
"nahallal","1","single-use","nahallal","Joshua 19:15","Easton"
"nahalol","1","single-use","nahalol","Judges 1:30","Nave"
"naham","1","single-use","naham","1 Chronicles 4:19","Nave"
"nahamani","1","single-use","nahamani","Nehemiah 7:7","Nave"
"nahbi","1","single-use","nahbi","Numbers 13:14","Easton; Nave"
"nahum","1","single-use","nahum","Nahum 1:1","Easton; Nave"
"nain","1","single-use","nain","Luke 7:11","Easton; Nave"
"narrower","1","single-use","narrower","Isaiah 28:20",""
"nathanmelech","1","single-use","nathanmelech","2 Kings 23:11","Nave"
"naum","1","single-use","naum","Luke 3:25","Nave"
"neah","1","single-use","neah","Joshua 19:13","Easton"
"neapolis","1","single-use","neapolis; neapoli","Acts 16:11","Easton"
"nebai","1","single-use","nebai","Nehemiah 10:19",""
"neballat","1","single-use","neballat","Nehemiah 11:34","Easton"
"nebushasban","1","single-use","nebushasban","Jeremiah 39:13","Easton; Nave"
"nedabiah","1","single-use","nedabiah","1 Chronicles 3:18","Easton"
"nehum","1","single-use","nehum","Nehemiah 7:7","Nave"
"nehushta","1","single-use","nehushta","2 Kings 24:8","Easton; Nave"
"nehushtan","1","single-use","nehushtan","2 Kings 18:4","Easton; Nave"
"neiel","1","single-use","neiel","Joshua 19:27","Easton; Nave"
"neighings","1","single-use","neighings; neighing; neighinge","Jeremiah 13:27",""
"nekeb","1","single-use","nekeb","Joshua 19:33","Easton; Nave"
"nemuelites","1","single-use","nemuelites; nemuelite","Numbers 26:12",""
"nephish","1","single-use","nephish","1 Chronicles 5:19",""
"nephishesim","1","single-use","nephishesim","Nehemiah 7:52",""
"nephusim","1","single-use","nephusim","Ezra 2:50",""
"nepthalim","1","single-use","nepthalim; naphtali","Revelation 7:6","Easton; Nave"
"nereus","1","single-use","nereus; nereu","Romans 16:15","Easton; Nave"
"nergal","1","single-use","nergal","2 Kings 17:30","Easton; Nave"
"neri","1","single-use","neri","Luke 3:27","Nave"
"netophathi","1","single-use","netophathi","Nehemiah 12:28",""
"newborn","1","single-use","newborn","1 Peter 2:2",""
"nezib","1","single-use","nezib","Joshua 15:43","Easton; Nave"
"nibhaz","1","single-use","nibhaz","2 Kings 17:31","Easton; Nave"
"nibshan","1","single-use","nibshan","Joshua 15:62","Easton; Nave"
"nicanor","1","single-use","nicanor","Acts 6:5","Easton; Nave"
"nicolas","1","single-use","nicolas; nicola","Acts 6:5","Easton; Nave"
"nicopolis","1","single-use","nicopolis; nicopoli","Titus 3:12","Easton; Nave"
"niger","1","single-use","niger","Acts 13:1","Easton; Nave"
"nimrah","1","single-use","nimrah","Numbers 32:3","Easton"
"nineve","1","single-use","nineve","Luke 11:32",""
"ninevites","1","single-use","ninevites; ninevite","Luke 11:30",""
"nodab","1","single-use","nodab","1 Chronicles 5:19","Easton"
"nohah","1","single-use","nohah","1 Chronicles 8:2",""
"nophah","1","single-use","nophah","Numbers 21:30","Easton; Nave"
"nourisher","1","single-use","nourisher","Ruth 4:15",""
"oar","1","single-use","oar","Ezekiel 27:29","Nave"
"obal","1","single-use","obal","Genesis 10:28","Easton; Nave"
"obil","1","single-use","obil","1 Chronicles 27:30","Easton; Nave"
"obscure","1","single-use","obscure","Proverbs 20:20",""
"observation","1","single-use","observation","Luke 17:20",""
"occupieth","1","single-use","occupieth; occupi","1 Corinthians 14:16",""
"oftener","1","single-use","oftener","Acts 24:26",""
"ohel","1","single-use","ohel","1 Chronicles 3:20","Easton"
"olympas","1","single-use","olympas; olympa","Romans 16:15","Easton; Nave"
"ophni","1","single-use","ophni","Joshua 18:24","Easton; Nave"
"oppositions","1","single-use","oppositions; opposition; oppositione","1 Timothy 6:20",""
"oren","1","single-use","oren","1 Chronicles 2:25","Easton"
"osee","1","single-use","osee","Romans 9:25","Nave"
"othni","1","single-use","othni","1 Chronicles 26:7","Easton; Nave"
"overplus","1","single-use","overplus; overplu","Leviticus 25:27",""
"overran","1","single-use","overran","2 Samuel 18:23",""
"ozni","1","single-use","ozni","Numbers 26:16","Easton; Nave"
"oznites","1","single-use","oznites; oznite","Numbers 26:16",""
"paarai","1","single-use","paarai","2 Samuel 23:35","Easton; Nave"
"padan","1","single-use","padan","Genesis 48:7","Easton"
"pai","1","single-use","pai","1 Chronicles 1:50","Nave"
"palal","1","single-use","palal","Nehemiah 3:25","Nave"
"palestine","1","single-use","palestine","Joel 3:4","Easton"
"palluites","1","single-use","palluites; palluite","Numbers 26:5",""
"palti","1","single-use","palti","Numbers 13:9","Easton; Nave"
"paltiel","1","single-use","paltiel","Numbers 34:26","Easton; Nave"
"paltite","1","single-use","paltite","2 Samuel 23:26","Easton"
"pannag","1","single-use","pannag","Ezekiel 27:17","Easton"
"parah","1","single-use","parah","Joshua 18:23","Easton; Nave"
"paramours","1","single-use","paramours; paramour; paramoure","Ezekiel 23:20",""
"parlours","1","single-use","parlours; parlour; parloure","1 Chronicles 28:11","Easton"
"parmashta","1","single-use","parmashta","Esther 9:9","Easton; Nave"
"parmenas","1","single-use","parmenas; parmena","Acts 6:5","Easton; Nave"
"parnach","1","single-use","parnach","Numbers 34:25","Nave"
"parshandatha","1","single-use","parshandatha","Esther 9:7","Easton"
"parthians","1","single-use","parthians; parthian; parthiane","Acts 2:9","Easton; Nave"
"parties","1","single-use","parties; party; partye; partie","Exodus 22:9",""
"paruah","1","single-use","paruah","1 Kings 4:17","Easton; Nave"
"parvaim","1","single-use","parvaim","2 Chronicles 3:6","Easton; Nave"
"pasach","1","single-use","pasach","1 Chronicles 7:33","Easton; Nave"
"pasdammim","1","single-use","pasdammim","1 Chronicles 11:13","Easton; Nave"
"patara","1","single-use","patara","Acts 21:1","Easton"
"patmos","1","single-use","patmos; patmo","Revelation 1:9","Easton; Nave"
"patrobas","1","single-use","patrobas; patroba","Romans 16:14","Easton"
"pau","1","single-use","pau","Genesis 36:39","Easton; Nave"
"paulus","1","single-use","paulus; paulu","Acts 13:7",""
"pedahel","1","single-use","pedahel","Numbers 34:28","Easton"
"pelaliah","1","single-use","pelaliah","Nehemiah 11:12",""
"peniel","1","single-use","peniel","Genesis 32:30",""
"perazim","1","single-use","perazim","Isaiah 28:21",""
"peres","1","single-use","peres; pere","Daniel 5:28","Easton"
"peresh","1","single-use","peresh","1 Chronicles 7:16",""
"perezuzza","1","single-use","perezuzza","1 Chronicles 13:11","Nave"
"perezuzzah","1","single-use","perezuzzah","2 Samuel 6:8","Easton"
"perida","1","single-use","perida","Nehemiah 7:57",""
"perilous","1","single-use","perilous; perilou","2 Timothy 3:1",""
"pernicious","1","single-use","pernicious; perniciou","2 Peter 2:2",""
"persis","1","single-use","persis; persi","Romans 16:12","Easton; Nave"
"peruda","1","single-use","peruda","Ezra 2:55","Easton; Nave"
"pestle","1","single-use","pestle","Proverbs 27:22",""
"pethuel","1","single-use","pethuel","Joel 1:1","Easton; Nave"
"peulthai","1","single-use","peulthai","1 Chronicles 26:5","Easton; Nave"
"phalec","1","single-use","phalec","Luke 3:35",""
"phallu","1","single-use","phallu","Genesis 46:9","Easton; Nave"
"phalti","1","single-use","phalti","1 Samuel 25:44","Easton; Nave"
"phaltiel","1","single-use","phaltiel","2 Samuel 3:15",""
"phanuel","1","single-use","phanuel","Luke 2:36","Easton"
"pharaohhophra","1","single-use","pharaohhophra; pharaoh","Jeremiah 44:30","Easton; Nave"
"pharaohnecho","1","single-use","pharaohnecho; pharaoh","Jeremiah 46:2","Easton; Nave"
"pharosh","1","single-use","pharosh","Ezra 8:3",""
"pharpar","1","single-use","pharpar","2 Kings 5:12","Easton; Nave"
"pharzites","1","single-use","pharzites; pharzite","Numbers 26:20",""
"phaseah","1","single-use","phaseah","Nehemiah 7:51","Nave"
"phebe","1","single-use","phebe","Romans 16:1","Easton; Nave"
"phenicia","1","single-use","phenicia","Acts 21:2","Easton; Nave"
"philemon","1","single-use","philemon","Philemon 1:1","Easton; Nave"
"philetus","1","single-use","philetus; philetu","2 Timothy 2:17","Easton; Nave"
"philippians","1","single-use","philippians; philippian; philippiane","Philippians 4:15","Easton"
"philistim","1","single-use","philistim","Genesis 10:14",""
"philologus","1","single-use","philologus; philologu","Romans 16:15","Nave"
"phlegon","1","single-use","phlegon","Romans 16:14","Easton; Nave"
"phuvah","1","single-use","phuvah","Genesis 46:13","Nave"
"phygellus","1","single-use","phygellus; phygellu","2 Timothy 1:15","Easton; Nave"
"pibeseth","1","single-use","pibeseth; pibes; pibese","Ezekiel 30:17","Easton; Nave"
"pildash","1","single-use","pildash","Genesis 22:22",""
"pileha","1","single-use","pileha","Nehemiah 10:24","Nave"
"piltai","1","single-use","piltai","Nehemiah 12:17",""
"pipers","1","single-use","pipers; piper; pipere","Revelation 18:22",""
"piram","1","single-use","piram","Joshua 10:3","Easton; Nave"
"pirathon","1","single-use","pirathon","Judges 12:15","Easton"
"pison","1","single-use","pison","Genesis 2:11","Easton"
"pispah","1","single-use","pispah","1 Chronicles 7:38",""
"pithom","1","single-use","pithom","Exodus 1:11","Easton"
"plainness","1","single-use","plainness; plainnes; plainnese","2 Corinthians 3:12",""
"plotteth","1","single-use","plotteth; plott; plotte","Psalms 37:12",""
"pluckt","1","single-use","pluckt","Genesis 8:11",""
"plunge","1","single-use","plunge","Job 9:31",""
"poets","1","single-use","poets; poet; poete","Acts 17:28","Nave"
"policy","1","single-use","policy","Daniel 8:25","Nave"
"poorer","1","single-use","poorer","Leviticus 27:8",""
"poratha","1","single-use","poratha","Esther 9:8","Nave"
"porcius","1","single-use","porcius; porciu","Acts 24:27",""
"praetorium","1","single-use","praetorium","Mark 15:16","Easton"
"pransing","1","single-use","pransing; prans; pranse","Nahum 3:2",""
"presbytery","1","single-use","presbytery","1 Timothy 4:14",""
"pressfat","1","single-use","pressfat","Haggai 2:16",""
"prisca","1","single-use","prisca","2 Timothy 4:19","Nave"
"prochorus","1","single-use","prochorus; prochoru","Acts 6:5","Nave"
"profaneness","1","single-use","profaneness; profanenes; profanenese","Jeremiah 23:15",""
"progenitors","1","single-use","progenitors; progenitor; progenitore","Genesis 49:26",""
"psalmist","1","single-use","psalmist","2 Samuel 23:1",""
"ptolemais","1","single-use","ptolemais; ptolemai","Acts 21:7","Easton"
"pua","1","single-use","pua","Numbers 26:23",""
"publick","1","single-use","publick","Matthew 1:19",""
"pudens","1","single-use","pudens; puden; pudene","2 Timothy 4:21","Easton; Nave"
"puhites","1","single-use","puhites; puhite","1 Chronicles 2:53",""
"pulpit","1","single-use","pulpit","Nehemiah 8:4","Nave"
"punites","1","single-use","punites; punite","Numbers 26:23",""
"puteoli","1","single-use","puteoli","Acts 28:13","Easton; Nave"
"putiel","1","single-use","putiel","Exodus 6:25","Nave"
"putrifying","1","single-use","putrifying; putrify; putrifye","Isaiah 1:6",""
"pygarg","1","single-use","pygarg","Deuteronomy 14:5","Easton; Nave"
